book,episode,title,url,character,text
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,Katara,"Water. Earth. Fire. Air. My grandmother used to tell me stories about the old days: a time of peace when the Avatar kept balance between the Water Tribes, Earth Kingdom, Fire Nation and Air Nomads. But that all changed when the Fire Nation attacked. Only the Avatar mastered all four elements; only he could stop the ruthless firebenders. But when the world needed him most, he vanished. A hundred years have passed, and the Fire Nation is nearing victory in the war. Two years ago, my father and the men of my tribe journeyed to the Earth Kingdom to help fight against the Fire Nation, leaving me and my brother to look after our tribe. Some people believe that the Avatar was never reborn into the Air Nomads and that the cycle is broken, but I haven't lost hope. I still believe that, somehow, the Avatar will return to save the world."
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,,"As the title card fades, the scene opens onto a shot of an icy sea before panning slowly to the left, revealing more towering icebergs drifting in the water as the shot rotates, moving over a large snow-covered area where the untouched blanket of snow is broken by two tracks of footsteps. The shot fades to another shot of the sea and of icebergs in blue water contrasted by the paleness of the sky beyond. As the shot once again pans to the left and rotates likewise, a small canoe comes into view, its motion through the water indicated by the wake left behind it. The shot zooms slightly on the canoe before cutting down to it, providing a side angle of the canoe and of the walls of ice rising on either side of the vessel. Sokka, a teenage boy, and his younger sister, Katara, a teenage girl, are sitting in the boat; Sokka holds a spear at the ready, while Katara simply stares into the water on the other side of the boat. The shot cuts to an overhead view, revealing that a fish is swimming close to the surface right in front of Sokka, who is focused on it, following its every movement. Cut to a frontal view of him."
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,Sokka,"It's not getting away from me this time. [Close-up of Sokka as he grins confidently over his shoulder in the direction of Katara.] Watch and learn, Katara. This is how you catch a fish."
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,,"The shot pans quickly from Sokka to Katara, who seems indifferent to his claim and turns back to her side of the boat again. Her expression changes to surprise; as the shot jumps behind her, looking down into the water over her shoulder, another fish quickly swims by her, close to where she sits. She shoots a quick glance toward her brother, removing the glove from her left hand. She stretches her arm out in the direction of the fish, taking a deep breath. Her look is a mixture of concentration and apprehension as she starts making a wavy motion with her wrist, moving her hand up and down."
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,Katara,"[Happily surprised.] Sokka, look!"
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,Sokka,"[Close-up of Sokka; whispering.] Sshh! Katara, you're going to scare it away. [A look of bliss adorns his face. He licks his lips and wiggles his fingers, not taking his eyes off the fish.] Mmmm ... I can already smell it cookin'."
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,,"Behind Sokka, Katara is still making circular movements with both her arms, suspending the bubble of water that holds the fish in the air and moving back and forth. The camera cuts to her face, contorted slightly by the focus it takes to control the water."
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,Katara,"[Struggling with the water that passes right in front of her.] But, Sokka! I caught one!"
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,,"The bubble containing her fish slowly drifts around her to hang over Sokka, who is still oblivious. As the bubble hovers over his head, Sokka raises his spear to strike the fish he was following. He bursts the bubble of water with the blunt end of his weapon, causing Katara to lose control of the water; it rains down on Sokka, soaking him."
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,Katara,[Exclaims indignantly.] Hey!
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,,"As Sokka lets out a gasp of discomfort, the fish tumbles through the air and Katara follows its arc with her eyes as it flies over her head and splashes back into the sea. Sokka rounds on his sister, placing his spear perpendicular to the rim of the boat as he yells irately. The shot cuts to a close-up of him."
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,Sokka,"Why is it that every time you play with magic water, I get soaked?"
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,,Sokka clenches his fists and a few drops of water fall from his soaked gloves.
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,Katara,"[Cut to her face; she sighs lightly before answering in slight annoyance.] It's not ""magic"", it's waterbending! And it's ..."
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,Sokka,"[Cutting her off.] Yeah, yeah, ""an ancient art unique to our culture"", blah, blah, blah. Look, I'm just saying [Grabbing his warrior's wolf knot with his left hand as he turns away from her, wringing the water out of it. Meanwhile, Katara has crossed her arms.] that if I had weird powers, I'd keep my weirdness to myself."
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,Katara,"[Cut to her face as she raises an eyebrow skeptically, arms still crossed.] You're calling me weird? I'm not the one who makes muscles at myself every time I see my reflection in the water!"
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,,"Near the end of her response, Katara smiles smugly at her brother; as the shot cuts to him, he is flexing at his reflection in the water and grinning confidently. His happy look vanishes upon hearing his sister's remark and he turns around slowly, meaning to face her. Before he can say anything, however, the canoe suddenly shudders. As they both try to keep from falling over, Sokka whirls around toward his end of the canoe, a frantic look on his face."
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,Katara,Watch out! Go left! Go left!
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,,"The shot shows an overview of the ice floes moving closer together in front of the boat, narrowing their path. The boat manages to stay clear of some of the icebergs, but it veers to the right with the current and becomes pinned by three large chunks of ice. As the canoe is completely crushed by the ice, Katara and Sokka throw themselves from the canoe and onto one of the floes; Katara nearly slides off the other side into the water, but comes to a halt at the floe's very edge. As she raises her head, looking around, the shot zooms out to reveal the siblings are floating on one floe among dozens."
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,Katara,[A touch of bitterness in her voice.] You call that left?
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,Sokka,"You don't like my steering? Well, maybe you should've [He waves his hands, mockingly imitating waterbending.] waterbended us out of the ice."
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,,"The shot cuts to a wide shot of the two on their floe; among the large icebergs and tiny floes surrounding them stands a massive, towering shard of ice, its craggy peak rising high above the siblings. Katara gets on her feet again, facing Sokka so that the pointed iceberg is behind her."
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,Katara,[Indignantly.] So it's my fault?
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,Sokka,[Annoyed.] I knew I should've left you home! [Cut to a close-up of the siblings; Katara is staring down at her brother in anger while he rants calmly.] Leave it to a girl to screw things up!
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,,"Cut to a close-up of Katara's face as it contorts with fury. The shot cuts to a side view as Katara points accusingly at her brother, who makes no movement as she screams her disgust at him, the floe bobbing lightly up and down."
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,Katara,"You are the most sexist, [She brings her hands up to her head and swings them back down and behind her in her rage; the movement creates a small wave of water behind her.] immature, [Hands raised back to her head.] nut brained ... [Swings her arms back down again, creating a slightly larger wave; she raises her hands back to her head during a brief loss for words.] I'm embarrassed [Throwing a hand upward, a short jet of water shoots upward as well.] to be related to you!"
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,,"She swings both her hands back forcefully once again and her unconscious waterbending hurls a wave directly into the towering iceberg behind her; with a loud, splitting crack, a hooklike fissure arcs up its surface and out its side, leaving a spray of ice where it ends. Sokka, who wears a somewhat disinterested expression, glances briefly in his sister's direction and sees the iceberg; after a short moment, he does a double-take, his expression morphing into one of terror. The shot cuts to show Katara's outburst from behind Sokka; as she continues with her verbal outburst and arm movements, little chunks of ice from the iceberg splash into the water, unheard and unnoticed by Katara."
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,Katara,"Ever since mom died, [Points to herself.] I've been doing all the work around camp while you've been off playing soldier!"
1,1,The Boy in the Iceberg,https://avatar.fandom.com/wiki/Transcript:The_Boy_in_the_Iceberg,,"She emphasizes the last words with a strong swing of her hand, waterbending and deepening the crack in the iceberg. Sokka's terror deepens."
